Lead_ID,Name,Company,Email,Phone,Lead_Source,Industry,Lead_Score,Lifecycle_Stage,Intent_Level,Contact_Owner,Last_Engagement_Date
183,Dylan Bennett,"Simon, Harmon and Gillespie",brookshaley@hotmail.com,001-336-597-4709x1487,Website Form,EdTech,10,Lead,Low,Rep D,2025-06-14
184,Barbara Lopez DDS,Glenn and Sons,meganbennett@martinez-harrison.org,(812)666-9916x9927,Referral,SaaS,76,SQL,Mid,Rep A,2025-06-26
185,Alexander Roberson,"Coleman, Glover and Kelly",mwatson@yahoo.com,597.767.3800x750,LinkedIn DMs,E-commerce,94,Customer,High,Rep D,2025-06-13
186,Kelly Lee,"Wright, Wells and Massey",joshuabarton@davis.info,+1-865-707-3854,Website Form,SaaS,1,Lead,Low,Rep A,2025-06-23
187,Patrick Campos,Miller Group,carlrobinson@cook.org,(880)229-5576,Website Form,FinTech,5,Lead,Low,Rep A,2025-06-02
188,Amy Mills,Jimenez Ltd,lgeorge@jones.com,(231)543-4491x97470,Email Campaign,FinTech,20,Lead,Low,Rep C,2025-06-03
189,Stacy Weaver,Freeman-Rodriguez,kellyrice@yahoo.com,001-634-365-0941,LinkedIn DMs,SaaS,8,Lead,Low,Rep D,2025-05-13
190,Lynn Chan,Maynard-White,qmartin@brown-zamora.com,(156)670-1918,Facebook Ads,FinTech,43,MQL,Mid,Rep D,2025-05-18
191,Brian Adams,Baldwin-Armstrong,alvarezchristian@delacruz.com,(213)189-6050,Email Campaign,HRTech,76,SQL,High,Rep C,2025-04-21
192,Janice Parrish,"Davis, Young and Davis",rhonda46@yahoo.com,(451)233-5591x649,Email Campaign,E-commerce,1,Lead,Low,Rep D,2025-04-11
193,Jason Lee,"Gonzalez, Gonzalez and Hunt",dcook@yahoo.com,435-250-1916x5364,Referral,SaaS,57,MQL,Low,Rep C,2025-05-17
194,James Graham,Richard-Garrett,ghunter@gmail.com,145-244-8649x153,Referral,EdTech,64,SQL,High,Rep A,2025-05-06
195,Laura Barnett,Richmond Ltd,benjamin63@hernandez.biz,(132)710-0499x126,Referral,E-commerce,84,Customer,High,Rep B,2025-06-16
196,Sue Ramirez,Church LLC,quinnann@hotmail.com,(050)916-3392,Website Form,FinTech,28,Lead,Low,Rep A,2025-06-05
197,Travis Myers,Aguilar-Robinson,tracy11@hotmail.com,+1-249-128-3006x238,Facebook Ads,HRTech,37,MQL,Low,Rep A,2025-04-13
198,Susan Haney,"Jackson, Cox and Perry",hcole@espinoza.com,729-233-5913,Referral,HRTech,47,MQL,Low,Rep A,2025-06-13
199,Daniel Bullock,Bell and Sons,jenniferjarvis@hotmail.com,+1-040-941-4771x6828,Referral,SaaS,76,SQL,Mid,Rep C,2025-06-06
200,Carrie Herrera,Roberts Group,rossnicholas@freeman.com,+1-732-232-2426x3783,Email Campaign,SaaS,37,MQL,Low,Rep A,2025-05-11
201,Angela Peterson,Carter and Sons,thomas90@yahoo.com,741-764-3441x057,Website Form,SaaS,49,MQL,Mid,Rep D,2025-05-29
202,Nicholas Hughes,White-Bailey,crystaladams@bates-fischer.com,001-519-955-0897x7547,LinkedIn DMs,Healthcare,44,MQL,Mid,Rep D,2025-04-16
203,Rachel Manning,"Hayes, Buck and Henderson",garciaroy@gmail.com,(043)771-4948,Webinar,Healthcare,56,MQL,Low,Rep C,2025-07-01
204,Douglas Wright,Jordan LLC,adamwalton@anderson.com,207.809.8822x09252,Facebook Ads,E-commerce,28,Lead,Low,Rep A,2025-06-02
205,Matthew Solis,Saunders-Gonzalez,travis13@gmail.com,001-279-299-0251x0022,Referral,E-commerce,79,SQL,High,Rep C,2025-05-19
206,Tammy Taylor,Monroe-Armstrong,kristina43@reynolds.com,(240)807-7003,Referral,E-commerce,6,Lead,Low,Rep A,2025-05-19
207,Ashley Rodriguez,Williams-James,kellysmith@hotmail.com,+1-959-208-5151,Facebook Ads,FinTech,61,SQL,Mid,Rep C,2025-06-17
208,Matthew Dixon,Rivers-Smith,becky11@yahoo.com,590-364-8737,Referral,E-commerce,20,Lead,Low,Rep B,2025-04-15
209,Lisa Pham,Fischer and Sons,hhunter@hotmail.com,432.978.6715,Email Campaign,HRTech,78,SQL,High,Rep D,2025-05-03
210,Wendy Dalton,"Underwood, Vaughn and Merritt",lmiller@yahoo.com,700.719.1035x336,Facebook Ads,SaaS,2,Lead,Low,Rep D,2025-06-21
211,Gregory Hernandez,"Mahoney, White and Baker",watsonamanda@hotmail.com,+1-663-143-8706,Website Form,SaaS,73,SQL,High,Rep D,2025-04-13
212,Eric Garrison,Rodriguez Ltd,carla19@gmail.com,001-659-517-3366x6481,Webinar,FinTech,37,MQL,Mid,Rep A,2025-04-30
213,Daniel Hayes,Johnson-Duran,knightbrian@petersen.biz,822.443.2654,Email Campaign,E-commerce,20,Lead,Low,Rep D,2025-07-01
214,Morgan Miller,"Franklin, Douglas and Martinez",michele17@hotmail.com,543-698-0345,Webinar,HRTech,26,Lead,Low,Rep C,2025-05-31
215,Kimberly Wheeler,Villegas LLC,warrencharlene@gmail.com,0695698198,Email Campaign,Healthcare,29,Lead,Low,Rep A,2025-06-10
216,Timothy Braun,Miller Group,slloyd@farmer.com,001-075-059-9906x408,Facebook Ads,SaaS,1,Lead,Low,Rep A,2025-04-14
217,Jermaine Brown,Alexander Group,smithlinda@yahoo.com,+1-208-653-7494x558,LinkedIn DMs,Healthcare,35,MQL,Low,Rep C,2025-04-22
218,Angela Diaz,"Hamilton, Quinn and Cook",samantha81@mack.net,+1-810-786-3201,Website Form,Healthcare,70,SQL,Mid,Rep D,2025-05-31
219,Mark Robinson,Burton-Fox,tanderson@gmail.com,588-119-1277x61518,Referral,Healthcare,59,MQL,Mid,Rep C,2025-04-05
220,Jonathan Adams,Baker Group,brownmolly@gmail.com,(976)571-2544x584,Email Campaign,EdTech,69,SQL,Mid,Rep B,2025-06-19
221,Ms. Veronica Gomez,"Myers, King and Nash",downsdonna@johnson-johns.com,444-962-5216x53897,LinkedIn DMs,HRTech,33,MQL,Low,Rep C,2025-06-21
222,Robin Robinson,"Cherry, Leon and Chambers",zmyers@yahoo.com,(244)203-1579x970,Website Form,EdTech,51,MQL,Low,Rep C,2025-05-12
223,Hannah Grant,Bolton LLC,flynnsamuel@gmail.com,(350)968-0192x27166,Email Campaign,FinTech,78,SQL,High,Rep A,2025-04-19
224,Terry Lucas,White-Barnes,cbright@villarreal.com,132.613.5427x01823,Facebook Ads,E-commerce,12,Lead,Low,Rep D,2025-04-22
225,Sarah Schneider,Williams LLC,hillwhitney@ross.info,853-311-5648,Webinar,SaaS,20,Lead,Low,Rep D,2025-04-24
226,Jason Tapia,"Peters, Murray and Lee",amy33@roberts-hernandez.com,(964)587-1663,Email Campaign,EdTech,53,MQL,Low,Rep D,2025-06-05
227,Michelle Clark,Martin Group,gsmith@booth.com,741-251-2188x33401,Email Campaign,E-commerce,88,Customer,High,Rep D,2025-05-18
228,Andrea Valenzuela,Chaney-Fletcher,vwoodard@yahoo.com,001-625-367-1171,Email Campaign,SaaS,43,MQL,Mid,Rep A,2025-06-14
229,Darren Hester,"Mata, Holt and Martinez",oscar92@gmail.com,0224223716,Facebook Ads,HRTech,98,Customer,High,Rep B,2025-05-10
230,William Bates,Fitzgerald Ltd,shepherdcindy@yahoo.com,+1-211-152-9270x9930,Email Campaign,E-commerce,89,Customer,High,Rep C,2025-05-13
231,Jessica Scott,Walters Ltd,jimenezkatherine@roy.com,+1-104-600-5204x956,LinkedIn DMs,SaaS,50,MQL,Mid,Rep C,2025-06-29
232,Robert Mckinney,Smith PLC,thomaschen@gmail.com,839.290.2532x448,Referral,FinTech,29,Lead,Low,Rep D,2025-05-25
233,Tanya Vasquez,George-Hardy,steven65@yahoo.com,959.289.1463,Website Form,EdTech,57,MQL,Mid,Rep B,2025-06-16
234,Shane Wise,Sutton-Green,averyrichard@hotmail.com,478.182.2234x49447,Email Campaign,EdTech,39,MQL,Mid,Rep C,2025-06-18
235,Rebecca Herrera,"Kelly, Ortega and Osborne",tara14@gmail.com,572-991-4260,LinkedIn DMs,SaaS,95,Customer,High,Rep A,2025-05-19
236,Dale Riley,Young-Nichols,qfloyd@yahoo.com,239-554-5259,Website Form,SaaS,56,MQL,Mid,Rep A,2025-06-17
237,Daniel Thompson,Holloway Group,brianoliver@hotmail.com,803.993.4686x207,Email Campaign,EdTech,43,MQL,Mid,Rep D,2025-05-06
238,Theresa Hart,"Miller, Hopkins and Davidson",zacharysutton@hicks.com,001-507-398-4855x0506,LinkedIn DMs,Healthcare,50,MQL,Mid,Rep A,2025-05-22
239,Brandon Miller,Anderson-Costa,ohammond@yahoo.com,(176)272-4381,Webinar,Healthcare,23,Lead,Low,Rep D,2025-06-29
240,Shane Ortiz,Miller-Singleton,pcooper@gmail.com,446-338-4554,Website Form,SaaS,44,MQL,Low,Rep C,2025-05-05
241,Ann Rios,Jones PLC,harrisdavid@gmail.com,(930)898-9309x222,Referral,E-commerce,38,MQL,Mid,Rep C,2025-06-11
242,Mitchell Livingston,Pacheco Group,zwilliams@hotmail.com,(838)282-6674x0009,Website Form,SaaS,84,Customer,High,Rep B,2025-06-06
243,Mr. Michael Carter,"Ortiz, Diaz and Calderon",crossdonald@gmail.com,(530)125-3436x466,Facebook Ads,HRTech,23,Lead,Low,Rep B,2025-05-29
244,Antonio Alvarez,Sexton-Evans,crystaladams@white.org,001-457-205-5532x1685,Webinar,E-commerce,45,MQL,Mid,Rep B,2025-06-27
245,Emily Moore,"Mitchell, Richardson and Gomez",kbrown@galloway.com,001-939-288-6689,Email Campaign,HRTech,52,MQL,Low,Rep D,2025-05-24
246,Andre Chen,Shepard-Small,justin43@edwards.com,001-614-163-7072x7420,Webinar,FinTech,80,Customer,High,Rep C,2025-04-07
247,Mary Fuentes,Brown-Santos,tannerscott@hotmail.com,977.881.0485,Referral,FinTech,50,MQL,Low,Rep B,2025-05-29
248,Gregory Harper,"Howard, Baker and Macias",omills@gmail.com,147-140-8877x9515,Website Form,HRTech,8,Lead,Low,Rep C,2025-06-09
249,Lisa Greer,Vargas Ltd,lwelch@fuller.net,404.763.3099x47914,Referral,E-commerce,85,Customer,High,Rep C,2025-04-12
250,Martha Patrick,Wang PLC,tannerblackburn@yahoo.com,741.653.7466x7856,Facebook Ads,HRTech,1,Lead,Low,Rep B,2025-04-22
251,Ashley Phillips,Jones-Lucero,bernardlinda@matthews-watson.com,171-687-4782x5634,Referral,Healthcare,8,Lead,Low,Rep C,2025-06-13
252,Carrie Miller,Christian Inc,heatherglover@estrada.com,201-747-4815,Website Form,FinTech,29,Lead,Low,Rep C,2025-06-08
253,Jeffrey Mcknight,Mercado-Lopez,joannethompson@lara-ryan.com,001-708-070-9278x57436,Website Form,SaaS,96,Customer,High,Rep B,2025-06-09
254,Gary White,Shelton-Brown,gweber@flores.biz,(920)729-7223x18708,Referral,FinTech,5,Lead,Low,Rep A,2025-06-27
255,Michael Clark,Fischer-Hill,cbautista@jackson.com,569.802.8440x27836,LinkedIn DMs,FinTech,86,Customer,High,Rep A,2025-06-09
256,James Montes,"Odonnell, Williamson and Phillips",qgreene@yahoo.com,515.379.2606x082,LinkedIn DMs,Healthcare,47,MQL,Mid,Rep D,2025-04-27
257,Bridget Rubio,Smith Ltd,aherrera@olson.com,(553)092-2221x28816,Webinar,E-commerce,34,MQL,Low,Rep D,2025-06-02
258,Robert Flores,"Fuentes, Ayala and Stein",garrettthomas@green-adams.biz,8388148994,LinkedIn DMs,FinTech,65,SQL,Mid,Rep C,2025-05-25
259,Carol Santiago,Jennings and Sons,wayneacosta@webster-downs.com,+1-997-108-1863x213,Facebook Ads,Healthcare,55,MQL,Low,Rep C,2025-06-04
260,Timothy Schwartz,"Landry, Foley and Miller",ebony44@yahoo.com,(270)048-9974,Website Form,EdTech,90,Customer,High,Rep D,2025-06-16
261,Terry Sandoval,"Vega, Chavez and Johnson",zachary50@hotmail.com,743.200.6083,Facebook Ads,EdTech,43,MQL,Mid,Rep A,2025-04-03
262,Jordan Sanchez,Francis-Reyes,bonnie77@gmail.com,001-573-335-3837x9023,Webinar,Healthcare,74,SQL,High,Rep A,2025-05-24
263,Wendy Vargas,Harrington-Brown,erika76@gmail.com,+1-278-120-7962x480,Email Campaign,HRTech,30,MQL,Mid,Rep A,2025-06-27
264,Lisa Moore,Sandoval-Webster,cwilson@hotmail.com,720.170.1175,Website Form,FinTech,82,Customer,High,Rep B,2025-06-03
265,Michael Gibson,Castillo-Richardson,tchavez@green-jacobs.org,907.167.7880x30249,Facebook Ads,SaaS,17,Lead,Low,Rep A,2025-06-24
266,Michael Cross,Castro and Sons,villanuevatimothy@gmail.com,001-550-393-0380x35431,Webinar,HRTech,26,Lead,Low,Rep C,2025-06-22
267,Jessica Robinson,Huynh PLC,nortonjoseph@hotmail.com,+1-819-875-9973x2292,Referral,EdTech,8,Lead,Low,Rep B,2025-06-26
268,Kelly Howell,Meadows and Sons,morgandavis@gmail.com,(204)678-6303x81691,Webinar,EdTech,47,MQL,Mid,Rep C,2025-06-30
269,Deanna Long,Mcdonald Group,joseph49@gmail.com,851-015-4272,Webinar,HRTech,76,SQL,Mid,Rep D,2025-05-04
270,Joe Smith,Braun Ltd,gtaylor@thompson-walker.com,(727)521-5272,Referral,FinTech,91,Customer,High,Rep B,2025-04-26
271,Bryan Adams,Jones-Hughes,robertgonzales@norton-gonzales.info,719.846.0534x657,Facebook Ads,FinTech,72,SQL,High,Rep B,2025-04-30
272,Nicole Austin,"Hall, Vazquez and Ferguson",sdavis@yahoo.com,001-629-291-7736x05390,Referral,E-commerce,89,Customer,High,Rep C,2025-06-30
273,Kimberly Brown,Johnson Group,teresawilson@hotmail.com,(637)419-8703,Webinar,EdTech,46,MQL,Mid,Rep D,2025-06-30
274,Evan Quinn,Weber and Sons,thomassawyer@carter.com,001-447-278-7924x4771,Website Form,EdTech,68,SQL,High,Rep C,2025-05-17
275,Jason Myers,Cole-Townsend,michellebecker@yahoo.com,376-982-3761,Referral,HRTech,33,MQL,Mid,Rep B,2025-06-21
276,Emily Le,Barr PLC,melliott@gmail.com,(812)126-3581,LinkedIn DMs,Healthcare,1,Lead,Low,Rep D,2025-05-08
277,Benjamin Thompson,Jackson-Fletcher,jamesbarnes@grimes.com,+1-284-012-5200,Website Form,Healthcare,19,Lead,Low,Rep C,2025-04-28
278,Anthony Baird,"Moore, Gill and Wilson",zrocha@hotmail.com,(678)303-1729x40993,Facebook Ads,HRTech,31,MQL,Low,Rep A,2025-06-27
279,Hayley Lewis MD,"Nichols, Lang and Moreno",marquezjill@yahoo.com,001-918-451-9208,Website Form,HRTech,80,Customer,High,Rep B,2025-06-12
280,Dr. Nicole Bell,"Rogers, Knox and Baker",wryan@hotmail.com,(934)010-7528x799,Email Campaign,SaaS,14,Lead,Low,Rep D,2025-05-19
281,Scott Oneal,Floyd-Barrett,andersongregg@hotmail.com,122.725.4495,Email Campaign,HRTech,53,MQL,Low,Rep C,2025-05-03
282,Danielle Smith,"Stewart, Anderson and King",jrasmussen@gmail.com,+1-677-839-0751x638,Webinar,FinTech,48,MQL,Mid,Rep D,2025-04-03
283,Christopher Fischer,"Weeks, Smith and Neal",uclark@jackson.com,648.036.1454x4029,Facebook Ads,E-commerce,69,SQL,High,Rep C,2025-04-10
284,Lisa Reyes,Ortega LLC,chad49@gmail.com,(835)602-2935,Facebook Ads,FinTech,90,Customer,High,Rep C,2025-06-29
285,Matthew Mejia,"Walters, Lopez and Howell",amber60@smith-dougherty.com,517.593.1726,LinkedIn DMs,FinTech,62,SQL,High,Rep D,2025-06-26
286,Warren Weaver,Nguyen-Harris,sean96@miranda.com,8899755853,Website Form,E-commerce,92,Customer,High,Rep A,2025-06-28
287,Kyle Woods,"Fitzpatrick, Combs and Simmons",hansonmark@gmail.com,001-888-744-7321,Email Campaign,EdTech,66,SQL,High,Rep D,2025-05-19
288,Wendy Duran,Stewart-Mitchell,cjohnson@hotmail.com,001-558-834-8564x32754,Website Form,E-commerce,64,SQL,High,Rep C,2025-04-10
289,Andrea Holloway,Cox-Kennedy,ariasmax@martin-morales.org,001-818-052-7920,Facebook Ads,FinTech,70,SQL,Mid,Rep C,2025-04-07
290,Dawn Allen,Henderson LLC,rossgina@hotmail.com,932-375-5838x8333,Email Campaign,E-commerce,63,SQL,High,Rep C,2025-06-05
291,Kevin Curtis,Rosales-Dixon,julieeverett@jordan-morris.com,971.090.0281x0003,Website Form,EdTech,73,SQL,Mid,Rep A,2025-06-28
292,Jason Ortiz,Owens Inc,kyle99@gmail.com,(277)650-2942x5012,Website Form,E-commerce,33,MQL,Low,Rep B,2025-04-15
293,Laura Ward,Richardson Group,theresajones@hotmail.com,661.624.2933x801,Referral,FinTech,41,MQL,Mid,Rep C,2025-06-21
294,Pamela Wells,"Williams, Gonzales and Webster",randy83@yahoo.com,+1-649-175-0783,Webinar,EdTech,89,Customer,High,Rep A,2025-04-12
295,Toni Walker,Nash-Perez,fthompson@yahoo.com,037-514-1648,LinkedIn DMs,FinTech,48,MQL,Mid,Rep B,2025-06-13
296,Melissa Rice,"Castro, Ellison and Lopez",stephanieanderson@hotmail.com,(028)496-3555x0121,Email Campaign,E-commerce,13,Lead,Low,Rep D,2025-06-05
297,Rebekah Lamb,Glass-Vargas,marcdyer@yahoo.com,001-530-196-5497,Website Form,FinTech,73,SQL,Mid,Rep C,2025-04-08
298,Victor Heath,Ward-Bates,lawrence10@johnson.net,+1-707-136-0421,Website Form,SaaS,77,SQL,High,Rep C,2025-04-16
299,Ariana Humphrey,Mitchell PLC,fgomez@gmail.com,8486542556,LinkedIn DMs,EdTech,31,MQL,Mid,Rep D,2025-06-10
300,Robin White,"Brown, Francis and Morris",lindsay71@gmail.com,(673)929-3690x706,LinkedIn DMs,E-commerce,75,SQL,Mid,Rep D,2025-04-27
301,Maria Thomas,Cook PLC,christopher52@torres.com,4830762732,Facebook Ads,EdTech,68,SQL,Mid,Rep B,2025-05-08
302,Joshua Stevens,"Parker, Hansen and Moore",michellerogers@yahoo.com,483.732.3014,Referral,FinTech,98,Customer,High,Rep C,2025-06-28
303,Dawn Webb,Wright Inc,rachel18@yahoo.com,001-203-971-0104x433,Website Form,FinTech,4,Lead,Low,Rep A,2025-04-06
304,Andrew Ryan,"Matthews, Lang and Wilkins",dterry@rice.net,865-584-2252x7768,Referral,SaaS,19,Lead,Low,Rep D,2025-05-07
305,Jacob Graham,Collins-Thomas,bsnyder@morrison.com,(674)942-2216,Webinar,Healthcare,70,SQL,Mid,Rep B,2025-05-10
306,Tyler Kelly,Hicks Inc,sjones@gmail.com,001-035-777-9312x4049,Email Campaign,FinTech,98,Customer,High,Rep A,2025-04-26
307,Michelle Lewis,Webster Inc,danielle33@hotmail.com,347.763.0658x582,Facebook Ads,HRTech,82,Customer,High,Rep D,2025-05-17
308,Jessica Kelly,"Norton, Gates and Kerr",erica89@robinson-johnson.com,001-785-814-4298x368,Referral,HRTech,13,Lead,Low,Rep D,2025-05-18
309,Marcus Stevens,Stewart Inc,stacey55@williams.org,+1-818-869-6115x8890,Facebook Ads,FinTech,23,Lead,Low,Rep B,2025-04-09
310,Nicholas Gonzales Jr.,Mckee-Colon,phunter@kelly.com,+1-420-605-1169x7690,LinkedIn DMs,Healthcare,83,Customer,High,Rep C,2025-05-06
311,Gene Hernandez,Walter-Cobb,jennifer19@smith.info,001-107-325-7592x123,Website Form,E-commerce,75,SQL,Mid,Rep D,2025-06-20
312,William Valencia,"Austin, Hines and Fields",zmarquez@gmail.com,721-046-3118,Referral,FinTech,1,Lead,Low,Rep B,2025-06-09
313,Stephen Gibson,Pearson PLC,michaelfleming@yahoo.com,593-181-3125x4709,Email Campaign,HRTech,88,Customer,High,Rep B,2025-05-29
314,Mr. Brian Howard PhD,Randolph LLC,avillanueva@potter-webb.net,+1-629-436-8131x45394,Referral,FinTech,54,MQL,Low,Rep D,2025-05-26
315,Peggy Rivas,Cardenas Group,elizabeth84@yahoo.com,+1-402-227-7602,Facebook Ads,Healthcare,71,SQL,Mid,Rep C,2025-04-12
316,Amy Todd,Martinez-Thompson,jonathan45@joseph.com,(774)210-8306x3443,Webinar,E-commerce,89,Customer,High,Rep B,2025-06-23
317,Ashley Vega,"Scott, Rivera and Hutchinson",jacob37@gmail.com,349-724-8689x83225,Email Campaign,SaaS,85,Customer,High,Rep D,2025-06-24
318,Priscilla Rogers,Krueger and Sons,zgreen@hotmail.com,001-033-847-1370,Facebook Ads,EdTech,15,Lead,Low,Rep D,2025-05-05
319,Kathleen Mcdaniel,Chandler-Taylor,sweeneypamela@moore.com,2342033873,LinkedIn DMs,Healthcare,65,SQL,Mid,Rep D,2025-05-26
320,Thomas Bridges,Houston-Leon,edwardsjessica@daniels.biz,(943)658-6949x19978,Website Form,E-commerce,76,SQL,High,Rep D,2025-06-09
321,Sarah Wilson,Mckinney LLC,jessica32@hotmail.com,(773)759-4283x1888,Facebook Ads,EdTech,71,SQL,Mid,Rep A,2025-06-05
322,James Barnes,Sanchez LLC,morrisonconnor@dennis-gray.com,977-054-9114x0654,Email Campaign,FinTech,15,Lead,Low,Rep D,2025-05-20
323,Brendan White,Olson-Davidson,ellislinda@yahoo.com,383-456-2933,Email Campaign,SaaS,21,Lead,Low,Rep A,2025-05-02
324,Erika Singleton,Cook PLC,janetmcclure@wheeler.info,(059)676-5612x4983,Facebook Ads,Healthcare,19,Lead,Low,Rep D,2025-04-25
325,Elizabeth Davis,Tucker-Carpenter,williamhernandez@hotmail.com,(914)937-3529,Email Campaign,E-commerce,60,SQL,Mid,Rep C,2025-04-07
326,Courtney Hodges,Miles Ltd,qnorris@yahoo.com,687.320.7181x16944,Webinar,EdTech,93,Customer,High,Rep B,2025-06-23
327,Joshua Thomas,"Jimenez, Bean and Miller",reevesmatthew@hotmail.com,001-874-054-1919,Email Campaign,FinTech,89,Customer,High,Rep D,2025-06-20
328,Laurie Evans,"Guzman, Chen and Douglas",hermankeith@miller-anderson.info,045-122-8589x3708,Email Campaign,E-commerce,33,MQL,Low,Rep B,2025-04-14
329,David Chavez,Walker-Miller,johnsondebbie@mcfarland.com,(854)997-2631,Email Campaign,HRTech,49,MQL,Low,Rep D,2025-06-05
330,Jose Smith,Kim-Pittman,johoward@hotmail.com,903.540.6428x235,Email Campaign,EdTech,96,Customer,High,Rep C,2025-05-28
331,Diana Patel,Ross-Dean,wcampbell@benson.com,(349)605-9370,Facebook Ads,FinTech,35,MQL,Mid,Rep D,2025-06-10
332,John Perez,Myers Ltd,pdavis@pope.com,162.984.7548x7009,Website Form,Healthcare,44,MQL,Mid,Rep D,2025-05-14
333,Bruce Bennett,"Ramirez, Sanchez and Ballard",hsharp@yahoo.com,(858)677-8953x24975,Email Campaign,SaaS,90,Customer,High,Rep C,2025-06-19
334,Daniel Perez,Frederick-Baxter,nicholassmith@schaefer.com,+1-574-236-8378x0371,Webinar,Healthcare,11,Lead,Low,Rep D,2025-05-18
335,Jeffrey Medina,"Smith, Mitchell and Powell",benjamincopeland@turner-gray.biz,(363)638-1392x2230,LinkedIn DMs,Healthcare,99,Customer,High,Rep D,2025-06-29
336,Pedro Davis,Vasquez Ltd,turneramanda@hurley.com,001-123-357-9377x59012,LinkedIn DMs,SaaS,72,SQL,Mid,Rep D,2025-05-31
337,Ross Oliver,"Moore, Johnson and Young",manningmanuel@yahoo.com,085-074-9113x928,LinkedIn DMs,FinTech,78,SQL,Mid,Rep A,2025-04-16
338,William Riley,"Collins, Allen and Larsen",christopherdunn@hotmail.com,3383367361,LinkedIn DMs,EdTech,74,SQL,High,Rep D,2025-05-02
339,Amy Porter,Jones-Roberts,qmiller@hotmail.com,818-110-6994x29223,LinkedIn DMs,HRTech,66,SQL,High,Rep D,2025-04-09
340,Katherine Wagner,"Buck, Cooper and Rhodes",bobbyknox@forbes.org,107.232.2747x83019,Facebook Ads,E-commerce,46,MQL,Mid,Rep A,2025-06-28
341,Debra Smith,"Harris, Gill and Adams",john42@george-evans.info,584.770.2392x83109,Email Campaign,HRTech,9,Lead,Low,Rep D,2025-04-09
342,Thomas Harper,Smith Ltd,thammond@mcfarland.com,024-250-5963,Referral,E-commerce,3,Lead,Low,Rep A,2025-04-13
343,James Moore,"Carter, Huang and Bautista",rcobb@hotmail.com,+1-617-687-2962x042,Website Form,FinTech,85,Customer,High,Rep A,2025-06-16
344,Holly Fletcher,"Davis, Avery and Barker",williamsanthony@hotmail.com,(592)306-5117,Email Campaign,EdTech,26,Lead,Low,Rep B,2025-05-13
345,Sarah Nguyen,Flores and Sons,collinsregina@holloway.biz,001-050-849-5170,Email Campaign,FinTech,72,SQL,High,Rep B,2025-06-30
346,Robert Malone,Clark-Johnson,irivera@yahoo.com,228.441.3335,Webinar,HRTech,48,MQL,Low,Rep B,2025-05-26
347,Shannon Vega,Brown Group,johnsonjohn@gmail.com,823-506-2741x57088,Webinar,SaaS,66,SQL,High,Rep B,2025-04-22
348,Zachary Farrell,Davis-Garcia,mary34@kent.net,001-245-574-6433,Facebook Ads,FinTech,70,SQL,Mid,Rep D,2025-04-25
349,Robert Robinson,Estrada Ltd,masonmichael@hotmail.com,(350)629-2580x994,Email Campaign,EdTech,28,Lead,Low,Rep C,2025-06-01
350,Keith Phelps,Ayala-Ramos,jasonthompson@wiggins.com,685-022-0805x38479,Website Form,HRTech,93,Customer,High,Rep A,2025-06-27
351,Joanna Wood,Garrison Ltd,inguyen@gmail.com,+1-591-461-2014x07983,Referral,Healthcare,26,Lead,Low,Rep A,2025-04-29
352,Jerry Wallace,Solis Ltd,garciaanthony@hotmail.com,001-317-349-9632x1553,Email Campaign,FinTech,25,Lead,Low,Rep A,2025-06-05
353,Sarah Hartman,Harris-Snyder,lisawalls@hotmail.com,(122)400-0259x3758,Facebook Ads,E-commerce,12,Lead,Low,Rep D,2025-04-11
354,Gwendolyn Fowler,Thomas Group,cherryalyssa@yahoo.com,(784)235-1802x642,Referral,HRTech,5,Lead,Low,Rep C,2025-04-13
355,Lauren Savage,"Dixon, Jones and Bowen",travis92@yahoo.com,+1-969-392-0551x5704,Webinar,HRTech,98,Customer,High,Rep A,2025-06-20
356,Mike Doyle,Smith and Sons,angela59@hotmail.com,268.744.3373x14029,Email Campaign,EdTech,48,MQL,Mid,Rep D,2025-04-05
357,Alejandro Gardner,"Hogan, Walker and Davis",alexander55@mcdonald.biz,484.430.5344,Website Form,HRTech,37,MQL,Low,Rep B,2025-06-15
358,Karen Rogers,Smith-Robertson,allisonferguson@glass.com,195.880.7327x146,Facebook Ads,HRTech,79,SQL,High,Rep C,2025-04-24
359,Edward Ferguson,Briggs-Montoya,nthompson@gonzalez.com,001-270-494-3274x02655,Facebook Ads,HRTech,44,MQL,Mid,Rep A,2025-05-26
